transaction_id,timestamp,amount,merchant_category,country,distance_from_home_km,velocity_1h,account_age_days,cvv_match,is_new_device,is_new_shipping_address,is_fraud,card_id
a8e706c4-647a-4ce4-90ff-37a20c571250,2026-04-12 18:37:00,5.72,online_retail,BR,10.99,1,415.1,True,False,False,0,721011
d7b4027a-060c-4258-8d6d-4b0cd384c9bc,2026-03-28 17:03:00,16.33,travel,FR,23.9,0,1105.8,True,False,False,0,237031
8757a99f-29d2-4ff6-b5e8-be5c78890d4b,2026-02-25 20:31:00,16.82,fuel,BR,43.17,0,432.0,True,False,False,0,818106
05cbc8f8-f8b7-4502-bc48-98dcfe320a63,2026-02-17 12:23:00,54.31,grocery,CN,4.57,0,199.6,True,False,False,0,264252
75dfdc8b-d3b5-486e-82bc-683a51966f2e,2026-04-20 18:19:00,37.74,grocery,FR,25.62,0,251.2,True,False,False,0,115202
285ad38f-9194-41c1-8522-c44110d9c7cf,2026-02-01 22:05:00,225.6,grocery,RU,12.05,0,412.3,True,False,False,0,438029
27c8d5b0-94f4-41a0-936b-b757e0603e59,2026-01-16 16:59:00,29.09,restaurant,DE,6.8,0,402.7,True,False,False,0,242264
e64c3e5c-79d5-4cad-9744-21a5856f6679,2026-03-08 23:06:00,522.45,fuel,RU,1019.31,4,18.3,False,True,True,1,867309
9bc1d788-66d7-4614-b9e9-33582b0f82c7,2026-01-21 20:10:00,7.74,online_retail,GB,100.49,0,1215.9,True,False,False,0,678198
4c16626b-8c6d-4ca8-adbd-f6b91d274b89,2026-04-19 19:53:00,139.87,entertainment,CN,27.33,0,667.8,True,False,False,0,151183
08a50198-4598-45ed-be90-23c12c82693a,2026-03-24 17:11:00,61.08,online_retail,US,2.11,0,106.7,True,False,False,0,981138
4a21027f-7408-41e1-8e98-ca95340e2432,2026-03-10 21:40:00,12.17,grocery,CA,9.31,1,300.5,True,False,False,0,447401
039ccafb-a0aa-430c-be57-66ade481db05,2026-03-24 20:32:00,40.27,electronics,CA,45.8,0,1159.2,True,False,False,0,468111
367080c4-851a-4051-a54f-ccceef88e8df,2026-03-27 06:36:00,42.68,restaurant,CA,50.99,0,9.3,True,False,False,0,593159
6eafaf16-6b0e-4429-943a-c555e12658db,2026-02-09 17:53:00,62.09,online_retail,GB,76.82,0,196.1,True,False,False,0,932762
5c44a36a-a585-42f7-94a3-96bc0fe2cdd0,2026-03-23 22:48:00,10.65,electronics,IN,20.54,0,46.8,True,False,False,0,188342
0a3f9c5f-9d78-4a2a-844f-1b6c28c4e75f,2026-03-11 22:59:00,63.44,online_retail,BR,104.29,1,493.2,True,False,False,0,446875
e4069650-329a-47fb-85df-aae7e60c49ec,2026-01-07 14:54:00,87.78,travel,CA,32.51,0,300.3,True,False,False,0,290661
2c11396e-0517-4fc0-8566-8f1915498f5d,2026-03-08 13:19:00,76.43,fuel,NG,20.53,1,715.1,True,False,False,0,311204
682b02d7-5dae-48e5-8d5b-a8cb3c808f23,2026-03-15 21:47:00,41.4,travel,CA,6.67,0,396.2,True,False,False,0,995034
b6b43dbf-c7ab-4f92-9023-818ef24fb49d,2026-02-19 11:55:00,128.64,electronics,RU,19.86,0,187.3,True,False,False,0,727827
eecb2ed9-4b07-4af3-bc3e-7ad8d690016c,2026-03-24 12:40:00,17.07,online_retail,GB,46.91,1,78.9,True,False,False,0,564115
92d233ec-c7d2-48cb-aa2b-317e8db526cc,2026-02-27 02:25:00,18.38,online_retail,NG,35.56,0,137.0,True,False,False,0,344677
b3b75db4-fdd4-44b8-b75b-0fdb0c738983,2026-01-18 19:02:00,46.43,online_retail,CA,6.99,1,102.2,True,False,False,0,573961
6733f904-ca37-402e-8809-e666e2f76de2,2026-03-27 12:45:00,20.4,online_retail,DE,0.87,0,259.8,True,False,False,0,334342
929f4a1d-d854-4c51-86d6-bd795710990f,2026-04-13 23:58:00,30.06,electronics,CA,37.42,1,602.4,True,False,False,0,912427
83fc59f1-2b3b-412f-b71c-8068d523a694,2026-04-29 13:39:00,104.5,online_retail,RU,15.79,0,86.2,True,False,False,0,439473
440bd6ec-6ffe-4147-aee0-4838ed5a639f,2026-04-30 18:49:00,8.38,online_retail,RU,0.03,0,935.5,True,True,False,0,320452
02c0c696-7926-4a2c-afe1-25667c3f2d16,2026-03-16 13:31:00,36.69,grocery,CA,0.72,0,74.6,True,False,False,0,729755
78c91785-38c1-4464-9855-aa92d493a791,2026-03-13 14:14:00,38.01,fuel,RU,7.41,0,1162.9,True,False,False,0,578620
f1870277-e996-4f41-856e-ae7cbd9fe33e,2026-02-23 13:08:00,57.29,fuel,NG,79.97,1,0.8,True,False,False,0,384023
f94ed3ae-022f-409f-838e-90332760829a,2026-03-20 12:18:00,26.61,restaurant,NG,6.49,0,63.7,True,False,False,0,874514
84907115-9c1d-4b9e-ab19-d31bb2b3cac3,2026-01-21 10:50:00,23.72,restaurant,CA,15.56,0,1046.2,True,False,False,0,492173
9713f8b5-bffb-4011-b96d-9216f3bb82f3,2026-03-17 14:32:00,86.66,restaurant,GB,34.46,0,446.9,True,False,False,0,436313
8f3365fe-b59e-404e-a698-212573f5bc3c,2026-01-23 07:33:00,22.93,online_retail,FR,5.59,1,50.8,True,False,False,0,895016
111e9875-9426-4a74-9ecb-54886ace4f3a,2026-04-30 11:04:00,59.26,online_retail,US,26.02,0,560.3,True,False,False,0,252480
15634055-2597-435c-865c-8294af96643d,2026-03-27 10:28:00,18.86,online_retail,RU,19.33,1,691.3,True,False,False,0,621690
6e144cc8-3fae-447a-b3d8-941ea0356b94,2026-02-05 02:03:00,82.72,fuel,FR,1.13,0,414.9,True,False,False,0,353752
2691cb66-b60c-4d17-bd2b-bdf391f3e50b,2026-02-07 15:14:00,75.62,online_retail,BR,3.09,0,891.7,True,False,False,0,980963
146f2b99-a8b3-48d6-b4bf-a28a6090b9c0,2026-01-16 08:03:00,99.17,travel,DE,5.11,1,734.4,True,False,False,0,728140
d1391624-b205-491b-bd12-53e997ca616f,2026-01-10 20:04:00,38.66,fuel,CN,7.96,1,81.3,True,False,True,0,424436
456e8eff-e472-4d31-b7fa-e600af9edc9f,2026-04-17 16:41:00,2.09,electronics,NG,802.3,1,0.8,True,True,True,1,133323
112eef31-b222-42bb-947d-69be1b880a88,2026-04-03 17:25:00,57.98,online_retail,CN,23.91,0,640.1,True,False,False,0,755886
03ca5a1b-3d5b-4a81-8c3a-72fbfbfb94cd,2026-01-04 16:34:00,31.82,cash_advance,DE,6.43,0,450.4,True,False,False,0,903777
c3bc9e3a-0041-4b13-9b66-e99b59a0889d,2026-03-11 00:13:00,5.32,grocery,NG,29.68,0,123.5,True,False,False,0,632532
70447a2b-ef57-4cd1-8844-00e1c0c23d32,2026-01-25 18:56:00,97.0,restaurant,GB,4.07,1,215.2,True,False,False,0,859215
8aada203-4691-4479-9c33-75f7c8b13a0d,2026-04-07 22:37:00,50.63,travel,RU,0.2,1,878.5,True,False,False,0,372488
6285519f-c1c8-4dfc-900a-b268c8389a67,2026-03-06 17:17:00,56.12,grocery,NG,32.52,0,289.1,True,False,False,0,140052
455f780a-3a51-46a5-b284-06389e1c488a,2026-01-31 12:26:00,25.47,utilities,RU,52.64,2,240.9,True,False,False,0,413485
2768e5b0-1dcc-4fe5-8f13-bb2ddae5206e,2026-04-28 16:44:00,34.05,online_retail,FR,0.36,0,64.6,True,False,False,0,724916
30453c53-b840-4fbf-92bd-015b6e169f97,2026-02-20 10:55:00,32.9,utilities,DE,23.92,0,299.5,True,False,False,0,792358
1a07bc9d-0274-440a-826a-4e40305572d9,2026-03-08 11:16:00,21.2,utilities,CA,41.1,0,546.5,True,False,True,0,745485
cc5b8012-f3de-402d-b65f-aae34d7324c4,2026-01-13 16:13:00,35.42,restaurant,DE,8.58,0,216.9,True,False,False,0,801122
d27d3b47-117d-41d0-81ad-67ea190187bd,2026-04-05 10:06:00,26.01,grocery,IN,10.25,0,278.1,True,False,False,0,402613
b51c9679-2ca2-42b2-9f03-ca346e91eef8,2026-03-01 19:55:00,36.8,fuel,CA,63.15,0,1069.3,True,False,False,0,296251
25df3012-5daf-429c-9087-a8d74133333c,2026-01-23 13:46:00,26.67,online_retail,US,30.86,0,252.3,True,False,False,0,208671
fe24a9fc-110e-40a3-a98a-655bfaf21175,2026-04-20 05:44:00,78.91,online_retail,IN,55.0,1,1158.3,True,False,False,0,850193
2ea4d293-62fc-40ac-be72-9ef64ee092c4,2026-01-01 18:13:00,87.78,entertainment,RU,7.05,2,885.9,True,True,False,0,478094
f0652175-4346-44e5-95e2-504e0496b6ed,2026-04-12 08:25:00,185.55,online_retail,IN,4.5,0,73.0,True,False,False,0,416709
85872d3c-9883-4690-97a0-926c9109d5c6,2026-02-19 08:12:00,86.63,entertainment,IN,28.48,0,740.0,True,False,False,0,745823
76dae776-1804-47b2-8f04-a4ba7ff8fcc2,2026-03-24 20:31:00,96.59,grocery,CN,32.54,0,126.5,True,False,False,0,370914
281db5ef-4333-475c-8b95-745102a8b65d,2026-03-20 22:08:00,58.34,fuel,GB,13.09,0,200.3,True,False,True,0,726546
8ce432c6-b0af-4757-82d5-9c3659f59a73,2026-01-08 15:16:00,54.85,electronics,IN,13.0,0,1478.5,True,False,False,0,277656
66ba8914-5212-4cc2-86c5-0e4ab5d85450,2026-04-05 21:38:00,39.35,restaurant,GB,6.7,1,154.0,False,False,False,0,201122
ae1c2504-605b-4923-a87c-c977adb874e9,2026-03-12 00:47:00,102.27,electronics,RU,35.94,0,306.9,True,False,False,0,132903
ea9bb21d-f696-4c4d-aeb8-880307095767,2026-02-16 15:42:00,6.3,grocery,NG,3.07,1,458.0,True,False,False,0,482811
d9dc1655-738d-4a7a-b28d-c5ad80b7ed72,2026-04-29 09:37:00,8.53,entertainment,CA,3.04,0,64.3,True,False,False,0,368724
a2adc2a0-9d6b-4241-a0f2-caff0a0945a7,2026-03-06 09:55:00,50.25,online_retail,CA,19.56,0,421.4,True,False,False,0,948734
032a74e1-bdc3-4208-b5d8-6db4f3d2dbf0,2026-04-20 12:58:00,52.81,travel,CA,22.45,0,557.0,True,False,False,0,396844
1852f14c-f9cf-48ee-8006-f45ef4785508,2026-02-09 15:47:00,19.92,grocery,NG,44.53,1,171.1,True,True,False,0,740346
669f59f2-c83c-4508-83b2-7e51a8f7a156,2026-03-18 17:24:00,44.36,restaurant,DE,95.67,2,600.8,True,False,False,0,199159
b088ee81-e5e4-4384-9846-7db552e2b04f,2026-01-17 10:39:00,24.11,fuel,RU,29.44,1,531.6,True,False,False,0,301591
1324ca20-b2df-49d5-9e7f-2389b4db69da,2026-02-11 21:05:00,34.48,utilities,FR,0.57,0,446.0,True,False,False,0,575575
818e4fd1-281f-4d36-a987-ba4705dfcf4f,2026-04-25 13:31:00,9.52,grocery,BR,37.17,0,55.5,True,False,False,0,774475
48203426-9022-4e86-b067-086f50bc90d8,2026-02-12 13:28:00,5.66,electronics,GB,46.43,0,1256.0,True,False,False,0,397822
45b91735-f5d6-43bd-8ca4-52e89e74632b,2026-02-21 19:08:00,37.73,entertainment,CA,9.3,0,284.8,True,False,False,0,770199
8671506e-88df-44a4-a0c7-a2c2d5bf11dc,2026-01-07 07:55:00,11.48,travel,FR,15.42,0,148.2,True,False,False,0,739414
84b73d1a-5af8-4b4c-8907-71082c677f89,2026-01-19 16:08:00,21.86,entertainment,CN,14.33,0,380.8,True,True,False,0,483667
f9bad79a-8aca-4ffd-9f12-cda60d219b48,2026-04-29 23:08:00,41.49,online_retail,IN,32.59,1,1915.6,True,False,False,0,372483
dfb7dbaf-8345-4185-9cb1-0f08e24dbbaf,2026-02-08 13:38:00,29.44,electronics,FR,6.66,0,179.9,True,True,False,0,657067
d21c656a-9c91-4da4-a146-7b89221520de,2026-04-17 10:58:00,210.64,utilities,CA,25.02,0,91.1,True,False,False,0,913961
7d38ff63-2144-48a0-8f2e-1fcfaf5fc10d,2026-03-25 12:06:00,17.51,grocery,GB,18.1,1,78.6,True,False,False,0,780048
32e1496f-e00f-4bb8-9050-4c1e082c92aa,2026-03-05 09:00:00,216.64,grocery,GB,5.53,0,1033.8,True,False,False,0,746331
bf6f136c-1095-47eb-b0c0-8154a99df510,2026-03-19 17:54:00,73.54,grocery,US,1.14,0,65.2,True,False,False,0,597714
f610630a-9102-4b87-a55f-1699a6990b79,2026-04-05 13:14:00,295.36,online_retail,IN,59.34,2,751.0,True,False,False,0,109843
0c59727c-6f24-4b99-a218-0bf32c450150,2026-01-23 11:31:00,71.08,electronics,DE,11.44,1,501.1,True,False,False,0,152447
7449b0ad-d4c9-493e-9a5e-4c118d0d2d35,2026-02-21 13:53:00,33.83,fuel,NG,20.62,0,427.4,True,False,False,0,262828
2acf58df-7752-4548-8f64-f1821bac0f91,2026-03-09 21:52:00,37.94,restaurant,NG,57.97,0,504.7,True,False,False,0,799005
689fb29f-afc3-4913-b0cf-3777c2579a1f,2026-04-29 14:18:00,11.38,jewelry,NG,1.07,0,129.2,True,False,False,0,407360
3db24fcc-9da2-45f4-9a36-79fc807d26cc,2026-04-09 13:47:00,20.1,jewelry,RU,48.14,0,1644.0,True,False,False,0,770416
5dac5943-e6c2-4734-8a58-1474406e6142,2026-03-24 20:27:00,48.43,grocery,BR,42.84,0,224.9,True,False,False,0,978101
072fbd1b-cdb8-45fc-aecd-6658c9e9eb9f,2026-01-23 17:59:00,4.34,restaurant,RU,2.85,0,124.6,True,False,False,0,595787
e0a1c308-c4c0-4b2f-8804-8f1f3ea1e364,2026-03-29 06:26:00,4.18,entertainment,DE,0.36,0,368.9,True,False,False,0,983888
e46f3e5d-6010-45f7-917e-26426ad3e3e7,2026-01-15 19:23:00,26.57,grocery,CA,9.7,0,292.1,True,False,False,0,713102
246491c5-965d-4dbd-83b4-a9fba954f8c8,2026-01-10 22:37:00,39.74,restaurant,GB,22.42,0,191.8,True,False,False,0,153763
c516ed1a-a79c-433e-9f04-72c4e23e685e,2026-04-30 14:07:00,107.95,online_retail,IN,16.31,1,317.3,True,False,False,0,987115
93695fbf-ec32-4ac1-ace5-f430f3874e69,2026-04-26 01:34:00,15.51,utilities,BR,10.49,0,282.3,True,False,False,0,536046
44246c6d-01fa-41ec-811d-1b628a58f736,2026-02-19 21:08:00,53.22,jewelry,GB,53.23,1,1207.3,True,False,False,0,496149
e1b2aee7-6432-4dcd-b090-0331f8ca5312,2026-01-27 10:09:00,19.37,restaurant,US,23.21,0,616.6,True,False,False,0,841923
b83fbfea-ae15-4615-b730-bd28ec821d7d,2026-02-24 20:19:00,18.02,restaurant,CA,7.79,1,10.4,True,False,False,0,338361
91302df8-231d-44e6-a5f3-8608b50d59db,2026-01-08 09:38:00,25.54,grocery,FR,36.86,1,185.0,True,False,False,0,511119
1b77a96f-5180-45fc-af09-a448442b31db,2026-02-06 11:52:00,89.43,online_retail,CN,42.69,1,40.0,True,False,False,0,548272
fa0293f0-80e8-4c79-b9a9-bb6dee5ee667,2026-02-02 22:53:00,62.57,grocery,NG,8.67,0,244.2,True,False,False,0,838696
be8116eb-cc8c-46b1-8f97-fad27bf738eb,2026-01-07 07:20:00,20.18,restaurant,US,8.05,0,547.1,True,False,False,0,294124
ad0a26c8-8e9d-4d91-8ea3-6cb1322027ea,2026-02-09 19:47:00,153.54,grocery,CN,1.99,0,767.2,True,False,False,0,641611
66543e58-0ebc-4474-9e05-76dfb97afd18,2026-04-15 11:17:00,85.96,utilities,CN,1.0,0,283.2,False,False,False,0,920648
12ff20f0-50eb-4125-aeca-424bdd0b155e,2026-03-24 19:00:00,14.93,travel,CN,0.09,0,11.4,True,False,False,0,481869
223095e8-053c-4cc0-8d8a-11686fab9214,2026-04-27 15:36:00,254.01,online_retail,NG,69.53,0,225.5,True,False,False,0,684433
2aa181e3-a7d8-4ea7-b3a2-021120d3c120,2026-02-01 18:18:00,19.18,fuel,FR,54.95,3,1077.3,True,False,False,0,257445
e9102457-c82e-4e34-a3bb-5dd471e7b73d,2026-04-07 13:36:00,161.22,online_retail,CN,15.64,0,93.1,True,False,False,0,348931
30064439-67b9-4af3-849a-a7284aafd985,2026-02-19 13:40:00,85.28,fuel,DE,61.07,0,429.7,True,False,False,0,823336
22fdf292-6b24-4c68-a339-9f9ddeb55907,2026-01-31 12:36:00,22.76,cash_advance,US,8.98,0,629.5,True,False,False,0,157455
227d0a59-a484-4123-bab0-2d1e792a55c2,2026-01-22 23:08:00,8.59,entertainment,GB,7.35,0,25.7,True,False,False,0,711545
308b0d9b-0840-4205-9fb4-0c4b51863ccb,2026-03-17 20:14:00,23.83,grocery,US,16.69,0,825.9,True,False,False,0,503076
da6937fa-be18-4b0a-ba2e-66d6836112ab,2026-01-08 20:53:00,11.32,fuel,RU,38.06,2,260.7,True,False,False,0,322659
f1fbf97e-c124-44ac-b820-9d731e93e81f,2026-03-05 12:22:00,60.6,electronics,DE,133.94,0,300.4,True,False,False,0,139173
9497788a-694b-4c7e-a71e-4c6d4a219a27,2026-03-01 12:38:00,14.8,electronics,NG,8.92,0,546.7,True,False,False,0,537662
7879f6bd-133a-4e3a-8e89-f1b4251fa977,2026-04-30 19:05:00,30.67,travel,GB,79.85,0,475.8,True,False,False,0,694231
e9acbffe-b194-491d-bb9a-6fd6dd516e05,2026-01-15 09:24:00,52.57,grocery,CA,13.91,0,434.3,True,False,False,0,348992
86bde187-7cc1-4eb5-990c-c07f01511ecb,2026-04-03 14:47:00,17.55,fuel,GB,10.32,2,566.9,True,False,False,0,972561
073e79f7-0ed2-4a7f-a783-e6a478bddeb8,2026-03-21 11:22:00,9.48,utilities,IN,9.13,0,337.3,True,False,False,0,382155
9ceb5e1b-463c-41fb-803d-b92ed939a7d7,2026-01-08 23:37:00,19.55,grocery,BR,5.02,0,1137.3,True,False,False,0,409683
e29caa5b-7d0f-4f37-86b1-747e47e326a8,2026-04-06 15:55:00,83.69,grocery,GB,9.56,1,498.5,True,False,False,0,765416
7846c0dd-e8ed-4d00-adaa-c803b96f349b,2026-03-28 00:48:00,38.37,grocery,NG,58.91,3,101.1,True,False,False,0,828696
543a6373-4345-4103-94ca-bb7c724d24b5,2026-04-05 00:54:00,59.64,electronics,BR,2.0,1,960.2,True,False,False,0,900207
f3a7f042-9ac4-4ea5-b168-55ec70ab1fdd,2026-03-29 20:33:00,4.57,entertainment,CA,1081.15,4,12.3,True,True,True,1,796983
2428b393-55f9-4365-a788-c81fba2051ba,2026-03-06 23:54:00,34.57,entertainment,DE,47.89,0,2103.8,True,False,False,0,718484
00817285-a174-458e-bb3d-9cce79e7593e,2026-04-23 19:04:00,1446.46,online_retail,IN,20.29,0,137.2,True,False,False,0,977686
bd34ca30-0651-4aa6-83b1-b62dc41c0dab,2026-04-21 20:27:00,90.07,entertainment,NG,71.98,0,191.3,True,False,False,0,952691
2e8b1c8e-aadf-44d5-84fa-0599707a2c1f,2026-03-04 08:37:00,53.0,travel,FR,21.32,1,285.7,True,False,False,0,619778
58b2128b-b1b1-4919-832e-8d0e21bd0e5f,2026-03-09 18:50:00,15.21,utilities,CN,24.01,0,146.9,True,False,False,0,773954
1a1a40a9-3236-4189-97f5-2ade8a8ca174,2026-03-30 12:13:00,41.29,cash_advance,BR,15.18,1,286.0,True,False,False,0,968845
153c5564-59a4-4c1d-8904-0ab56411dc39,2026-03-28 10:01:00,102.6,fuel,FR,35.34,0,401.7,True,False,False,0,352902
d7de31a2-9615-439b-add3-524c9c71f196,2026-04-06 14:05:00,46.55,utilities,CA,23.59,1,1456.4,True,False,False,0,544372
bb4ae2d4-128b-44e1-89dc-0d9f1f4e1f37,2026-01-02 20:18:00,47.55,entertainment,NG,41.72,0,148.5,True,False,False,0,122357
f1e0cc78-c9f0-4381-a4b7-f38cf81418ca,2026-02-28 19:27:00,24.62,utilities,NG,3.35,0,583.4,True,False,False,0,112363
2f8bbe62-10b2-4ef9-89b3-62535a009a8f,2026-04-13 20:50:00,9.47,travel,RU,16.94,1,3.5,True,False,False,0,869586
422b2950-30ca-4ab5-b7db-038a7e235b32,2026-04-24 10:17:00,16.07,jewelry,NG,1.5,0,706.4,True,False,False,0,437146
642ebfc0-8364-45dc-a153-54698f714e24,2026-01-19 21:20:00,35.6,restaurant,US,24.66,0,288.1,True,False,False,0,320079
d698cbfb-94a4-4483-a586-e49ce4c29bbe,2026-01-04 13:10:00,15.18,grocery,BR,18.23,0,599.3,True,True,False,0,808202
2b50b011-f8d6-4285-ab4b-f870c9dc74cf,2026-03-19 02:21:00,35.5,restaurant,FR,10.01,2,600.6,True,False,False,0,402903
212c4ba1-fcf4-4836-bcc1-2c1cfd623308,2026-02-20 10:44:00,30.37,grocery,CN,5.58,0,84.9,True,False,False,0,731436
55d20820-ef51-4cee-b142-f50b3ea6e340,2026-01-26 19:54:00,11.18,restaurant,RU,5.87,0,1608.1,True,False,False,0,789088
cdbf7a51-df1a-4620-9b04-55eeffec2ed3,2026-01-08 10:02:00,4.14,fuel,CN,2.42,0,376.5,True,False,False,0,124451
6be93af3-7170-4eea-a39d-824c80dbeaa4,2026-01-29 16:40:00,103.8,travel,IN,37.0,0,258.3,True,False,False,0,725532
e3a73299-9d2d-433b-bed0-b10181da7cb7,2026-04-03 07:12:00,59.17,restaurant,FR,64.24,0,2382.4,True,False,False,0,689606
a92a75f1-f575-4d0c-8e1f-2253782498fa,2026-01-01 21:21:00,94.2,electronics,BR,12.7,0,918.5,True,False,False,0,299985
3dc28613-8441-4cbc-a44b-55c3d641f554,2026-04-26 15:25:00,318.83,grocery,US,18.47,1,928.8,True,False,False,0,158138
eb62fe2a-553f-4717-9284-2a30c0428274,2026-03-08 10:01:00,22.08,jewelry,DE,32.7,0,13.8,True,False,False,0,256957
8260635e-4147-408d-b4bf-3a3778645782,2026-04-13 19:55:00,17.63,fuel,BR,51.87,0,100.1,True,False,False,0,812736
d54fa1e9-b9f7-43a9-a00e-6987a09bce23,2026-01-05 17:37:00,19.27,entertainment,BR,1.24,0,49.7,True,False,False,0,579440
b7375ec9-82ad-477e-80d9-93e5acdd4bf4,2026-02-22 13:56:00,16.63,travel,RU,9.04,1,425.7,True,False,False,0,255906
576917b0-7e1e-4519-9bc8-671552fa0b47,2026-04-11 10:10:00,10.83,grocery,CA,5.83,0,323.8,True,False,False,0,188065
6f6eb9b1-a78a-4028-82a5-b9789e11107b,2026-01-24 18:32:00,118.54,online_retail,NG,46.92,0,67.2,True,False,False,0,991835
186d71cf-b44e-44d8-996d-90e15cc22f66,2026-02-23 16:23:00,24.65,grocery,NG,13.43,1,791.4,True,False,False,0,548651
166376ae-5656-4461-9f98-7ab6579b98a3,2026-04-10 10:38:00,316.99,utilities,GB,6.31,0,174.5,True,False,False,0,719918
ae77d98b-1fc0-4b1a-86fe-c92001637666,2026-01-09 10:41:00,27.02,restaurant,RU,4.32,0,459.7,True,False,False,0,477148
f8f38adc-ca25-4ff6-82c5-8b38203a9e35,2026-04-12 15:40:00,38.96,electronics,BR,35.23,0,230.7,True,False,False,0,128664
cd4042f9-fb7c-4956-afbc-967f6a39257e,2026-02-02 16:52:00,41.07,grocery,BR,10.65,0,149.7,True,False,False,0,226820
37576786-a8c1-4280-bf72-efc817641968,2026-04-12 11:31:00,31.87,restaurant,NG,43.41,1,901.5,True,False,False,0,284441
